customer_state,year_week,revenue,order_count,item_count,unique_customers,avg_freight_value,avg_delivery_time,unique_sellers,category_diversity,avg_review_score,avg_installments,avg_order_value,late_delivery_rate,seller_customer_ratio,positive_review_rate,month_sin,month_cos,week_sin,week_cos,population,gdp_per_capita,purchasing_power_index,sales_per_capita,orders_per_capita,customer_penetration,penetration_gap,seller_density,revenue_growth_1w,revenue_growth_4w,order_growth_1w,revenue_lag_1,revenue_lag_2,revenue_lag_4,revenue_lag_8,orders_lag_1,customers_lag_1,revenue_rolling_4,revenue_rolling_8,revenue_rolling_12,revenue_ewm_4,revenue_ewm_8,target_next_revenue
AC,2017-10-02/2017-10-08,65.99,1.0,1.0,1.0,25.49,10.459270833333333,1.0,1.0,4.0,3.0,65.99,0.0,1.0,1.0,-0.8660254037844386,0.5000000000000001,-0.992708874098054,0.1205366802553232,829619,17204.211323511154,0.6329804434934224,7.954253699589811e-05,1.2053725866934098e-06,1.2053725866934098e-06,5.879866276553227e-08,0.0012053725866934097,-0.5875,0.0,0.0,159.99,337.9,0.0,0.0,1.0,1.0,137.9725,246.97750000000002,216.125,222.06773793575297,232.810503312769,364.9
AC,2017-10-09/2017-10-15,364.9,2.0,2.0,2.0,39.97,13.171730324074074,2.0,2.0,5.0,3.5,182.45,0.0,1.0,1.0,-0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738,829619,17204.211323511154,0.6329804434934224,0.00043984045688442525,2.4107451733868195e-06,2.4107451733868195e-06,1.2340719339956338e-06,0.0024107451733868194,4.5296,5.7574,1.0,65.99,159.99,54.0,62.8,1.0,1.0,154.47,255.22625,211.63249999999996,159.63664271137895,195.73803833544005,92.34
AC,2017-10-16/2017-10-22,92.34,1.0,1.0,1.0,47.18,12.456828703703703,1.0,1.0,1.0,2.0,92.34,0.0,1.0,0.0,-0.8660254037844386,0.5000000000000001,-0.9350162426854148,0.35460488704253557,829619,17204.211323511154,0.6329804434934224,0.00011130410465526947,1.2053725866934098e-06,1.2053725866934098e-06,2.803192062077684e-08,0.0012053725866934097,-0.7469,-0.7267,-0.5,364.9,65.99,337.9,276.14,2.0,2.0,232.195,292.98875,234.63333333333333,241.74198566633888,233.33056493822812,0.0
AC,2017-10-23/2017-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844386,0.5000000000000001,-0.8854560256532101,0.464723172043768,829619,17204.211323511154,0.6329804434934224,0.0,0.0,0.0,-1.1505829236618913e-06,0.0,-1.0,-1.0,-1.0,92.34,364.9,159.99,1084.99,1.0,1.0,170.805,270.01375,233.17,181.9811913825481,201.99869328466235,0.0
AC,2017-10-30/2017-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384,-0.822983865893657,0.5680647467311548,829619,17204.211323511154,0.6329804434934224,0.0,0.0,0.0,-1.1250144142471824e-06,0.0,0.0,-1.0,0.0,0.0,92.34,65.99,0.0,0.0,0.0,130.8075,134.39,208.2541666666667,109.1887148169181,157.10938717954497,45.0
AC,2017-11-06/2017-11-12,45.0,1.0,1.0,1.0,42.38,17.22079861111111,1.0,1.0,1.0,8.0,45.0,0.0,1.0,0.0,-0.5000000000000004,0.8660254037844384,-0.7485107481711011,0.6631226582407952,829619,17204.211323511154,0.6329804434934224,5.4241766401203444e-05,1.2053725866934098e-06,1.2053725866934098e-06,7.861125565391795e-08,0.0012053725866934097,0.0,-0.8767,0.0,0.0,0.0,364.9,54.0,0.0,0.0,114.31,134.39,208.2541666666667,65.51322888561099,122.19576197920529,439.94
AC,2017-11-13/2017-11-19,439.94,2.0,2.0,2.0,84.52,35.99970486111111,2.0,2.0,4.0,2.0,219.97,0.5,1.0,0.5,-0.5000000000000004,0.8660254037844384,-0.6631226582407955,0.7485107481711007,829619,17204.211323511154,0.6329804434934224,0.0005302916157898987,2.4107451733868195e-06,2.4107451733868195e-06,1.2566650371910016e-06,0.0024107451733868194,8.7764,3.7643,1.0,45.0,0.0,92.34,337.9,1.0,1.0,34.335,133.265,206.77083333333334,57.30793733085486,105.04098462254991,19.99
AC,2017-11-20/2017-11-26,19.99,1.0,1.0,1.0,25.38,14.942488425925927,1.0,1.0,5.0,3.0,19.99,0.0,1.0,1.0,-0.5000000000000004,0.8660254037844384,-0.5680647467311559,0.8229838658936564,829619,17204.211323511154,0.6329804434934224,2.409539800800126e-05,1.2053725866934098e-06,1.2053725866934098e-06,5.022385777889211e-08,0.0012053725866934097,-0.9546,0.0,-0.5,439.94,45.0,0.0,159.99,2.0,2.0,121.235,146.01999999999998,220.42083333333335,210.36076240424023,179.463540008542,144.99
AC,2017-11-27/2017-12-03,144.99,1.0,1.0,1.0,26.04,16.217280092592592,1.0,1.0,4.0,2.0,144.99,0.0,1.0,1.0,-2.4492935982947064e-16,1.0,-0.4647231720437684,0.88545602565321,829619,17204.211323511154,0.6329804434934224,0.00017476697134467752,1.2053725866934098e-06,1.2053725866934098e-06,4.919888108952689e-08,0.0012053725866934097,6.2531,0.0,0.0,19.99,439.94,0.0,65.99,1.0,1.0,126.2325,128.51999999999998,131.67083333333332,134.21245744083444,144.02477113245104,69.9
AC,2017-12-04/2017-12-10,69.9,1.0,1.0,1.0,60.95,36.09658564814815,1.0,1.0,4.0,1.0,69.9,0.0,1.0,1.0,-2.4492935982947064e-16,1.0,-0.35460488704253595,0.9350162426854147,829619,17204.211323511154,0.6329804434934224,8.425554380986935e-05,1.2053725866934098e-06,1.2053725866934098e-06,4.821490346773644e-08,0.0012053725866934097,-0.5179,0.5533,0.0,144.99,19.99,45.0,364.9,1.0,1.0,162.48000000000002,138.39499999999998,143.75333333333333,138.52347446455877,144.23926739871783,388.0
