customer_state,year_week,month,revenue,order_count,population,gdp_per_capita,week_of_year,month_sin,month_cos,week_sin,week_cos,revenue_growth_1w,revenue_growth_4w,revenue_lag_1,revenue_lag_2,revenue_lag_4,revenue_lag_8,revenue_rolling_4,revenue_rolling_8,revenue_rolling_12,target_next_revenue
CE,2018-02-26/2018-03-04,3,12,12,1000000,50000,9,1.0,6.123233995736766e-17,0.8854560256532099,0.4647231720437686,0.0,-0.4782608695652174,12.0,27.0,23.0,17.0,19.25,14.625,16.166666666666668,24.0
CE,2018-03-05/2018-03-11,3,24,24,1000000,50000,10,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557,1.0,0.6000000000000001,12.0,12.0,15.0,11.0,16.5,14.0,15.916666666666666,16.0
CE,2018-03-12/2018-03-18,3,16,16,1000000,50000,11,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804,-0.33333333333333337,-0.40740740740740744,24.0,12.0,27.0,5.0,18.75,15.625,16.416666666666668,24.0
CE,2018-03-19/2018-03-25,3,24,24,1000000,50000,12,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323,0.5,1.0,16.0,24.0,12.0,7.0,16.0,17.0,16.166666666666668,17.0
CE,2018-03-26/2018-04-01,3,17,17,1000000,50000,13,1.0,6.123233995736766e-17,1.0,-1.6081226496766364e-16,-0.29166666666666663,0.41666666666666674,24.0,16.0,12.0,23.0,19.0,19.125,16.083333333333332,4.0
CE,2018-03-26/2018-04-01,4,4,4,1000000,50000,13,0.8660254037844387,-0.4999999999999998,1.0,-1.6081226496766364e-16,-0.7647058823529411,-0.8333333333333334,17.0,24.0,24.0,15.0,20.25,18.375,16.083333333333332,25.0
CE,2018-04-02/2018-04-08,4,25,25,1000000,50000,14,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,5.25,0.5625,4.0,17.0,16.0,27.0,15.25,17.0,15.5,19.0
CE,2018-04-09/2018-04-15,4,19,19,1000000,50000,15,0.8660254037844387,-0.4999999999999998,0.9709418174260521,-0.2393156642875575,-0.24,-0.20833333333333337,25.0,4.0,24.0,12.0,17.5,16.75,17.166666666666668,26.0
CE,2018-04-16/2018-04-22,4,26,26,1000000,50000,16,0.8660254037844387,-0.4999999999999998,0.9350162426854148,-0.35460488704253545,0.368421052631579,0.5294117647058822,19.0,25.0,17.0,12.0,16.25,17.625,18.166666666666668,18.0
CE,2018-04-23/2018-04-29,4,18,18,1000000,50000,17,0.8660254037844387,-0.4999999999999998,0.8854560256532099,-0.4647231720437685,-0.3076923076923077,3.5,26.0,19.0,4.0,24.0,18.5,19.375,18.416666666666668,4.0
CE,2018-04-30/2018-05-06,4,4,4,1000000,50000,18,0.8660254037844387,-0.4999999999999998,0.8229838658936565,-0.5680647467311557,-0.7777777777777778,-0.84,18.0,26.0,25.0,16.0,22.0,18.625,18.666666666666668,20.0
CE,2018-04-30/2018-05-06,5,20,20,1000000,50000,18,0.49999999999999994,-0.8660254037844387,0.8229838658936565,-0.5680647467311557,4.0,0.05263157894736836,4.0,18.0,19.0,24.0,16.75,17.125,16.75,31.0
CE,2018-05-07/2018-05-13,5,31,31,1000000,50000,19,0.49999999999999994,-0.8660254037844387,0.7485107481711013,-0.663122658240795,0.55,0.1923076923076923,20.0,4.0,26.0,17.0,17.0,16.625,17.416666666666668,13.0
CE,2018-05-14/2018-05-20,5,13,13,1000000,50000,20,0.49999999999999994,-0.8660254037844387,0.6631226582407952,-0.7485107481711012,-0.5806451612903225,-0.2777777777777778,31.0,20.0,18.0,4.0,18.25,18.375,19.0,4.0
CE,2018-05-21/2018-05-27,5,4,4,1000000,50000,21,0.49999999999999994,-0.8660254037844387,0.5680647467311558,-0.8229838658936564,-0.6923076923076923,0.0,13.0,31.0,4.0,25.0,17.0,19.5,18.083333333333332,4.0
CE,2018-05-28/2018-06-03,5,4,4,1000000,50000,22,0.49999999999999994,-0.8660254037844387,0.46472317204376906,-0.8854560256532096,0.0,-0.8,4.0,13.0,20.0,19.0,17.0,16.875,17.083333333333332,11.0
CE,2018-05-28/2018-06-03,6,11,11,1000000,50000,22,1.2246467991473532e-16,-1.0,0.46472317204376906,-0.8854560256532096,1.75,-0.6451612903225806,4.0,4.0,31.0,26.0,13.0,15.0,15.416666666666666,11.0
CE,2018-06-04/2018-06-10,6,11,11,1000000,50000,23,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147,0.0,-0.15384615384615385,11.0,4.0,13.0,18.0,8.0,13.125,14.916666666666666,13.0
CE,2018-06-11/2018-06-17,6,13,13,1000000,50000,24,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052,0.18181818181818188,2.25,11.0,11.0,4.0,4.0,7.5,12.25,15.5,18.0
CE,2018-06-18/2018-06-24,6,18,18,1000000,50000,25,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054,0.3846153846153846,3.5,13.0,11.0,4.0,20.0,9.75,13.375,14.5,19.0
CE,2018-06-25/2018-07-01,6,19,19,1000000,50000,26,1.2246467991473532e-16,-1.0,-3.216245299353273e-16,-1.0,0.05555555555555558,0.7272727272727273,18.0,13.0,11.0,31.0,13.25,13.125,14.416666666666666,23.0
CE,2018-07-02/2018-07-08,7,23,23,1000000,50000,27,-0.4999999999999997,-0.8660254037844388,-0.12053668025532283,-0.992708874098054,0.21052631578947367,1.0909090909090908,19.0,18.0,11.0,13.0,15.25,11.625,13.833333333333334,21.0
CE,2018-07-09/2018-07-15,7,21,21,1000000,50000,28,-0.4999999999999997,-0.8660254037844388,-0.23931566428755743,-0.9709418174260521,-0.08695652173913049,0.6153846153846154,23.0,19.0,13.0,4.0,18.25,12.875,14.25,12.0
CE,2018-07-16/2018-07-22,7,12,12,1000000,50000,29,-0.4999999999999997,-0.8660254037844388,-0.3546048870425356,-0.9350162426854148,-0.4285714285714286,-0.33333333333333337,21.0,23.0,18.0,4.0,20.25,15.0,15.666666666666666,24.0
CE,2018-07-23/2018-07-29,7,24,24,1000000,50000,30,-0.4999999999999997,-0.8660254037844388,-0.46472317204376806,-0.8854560256532101,1.0,0.26315789473684204,12.0,21.0,19.0,11.0,18.75,16.0,15.0,4.0
CE,2018-07-30/2018-08-05,7,4,4,1000000,50000,31,-0.4999999999999997,-0.8660254037844388,-0.5680647467311556,-0.8229838658936565,-0.8333333333333334,-0.8260869565217391,24.0,12.0,23.0,11.0,20.0,17.625,14.416666666666666,17.0
CE,2018-07-30/2018-08-05,8,17,17,1000000,50000,31,-0.8660254037844384,-0.5000000000000004,-0.5680647467311556,-0.8229838658936565,3.25,-0.19047619047619047,4.0,24.0,21.0,13.0,15.25,16.75,13.666666666666666,25.0
CE,2018-08-06/2018-08-12,8,25,25,1000000,50000,32,-0.8660254037844384,-0.5000000000000004,-0.663122658240795,-0.7485107481711013,0.47058823529411775,1.0833333333333335,17.0,4.0,12.0,18.0,14.25,17.25,14.75,10.0
CE,2018-08-13/2018-08-19,8,10,10,1000000,50000,33,-0.8660254037844384,-0.5000000000000004,-0.7485107481711011,-0.6631226582407952,-0.6,-0.5833333333333333,25.0,17.0,24.0,19.0,17.5,18.125,16.5,3.0
DF,2016-10-03/2016-10-09,10,5,5,1000000,50000,40,-0.8660254037844386,0.5000000000000001,-0.992708874098054,0.1205366802553232,0.0,0.0,,,,,,,,1.0
DF,2016-10-10/2016-10-16,10,1,1,1000000,50000,41,-0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738,-0.8,0.0,5.0,,,,,,,5.0
DF,2017-01-09/2017-01-15,1,5,5,1000000,50000,2,0.49999999999999994,0.8660254037844387,0.23931566428755774,0.970941817426052,4.0,0.0,1.0,5.0,,,3.0,3.0,3.0,4.0
DF,2017-01-16/2017-01-22,1,4,4,1000000,50000,3,0.49999999999999994,0.8660254037844387,0.3546048870425356,0.9350162426854148,-0.19999999999999996,0.0,5.0,1.0,,,3.6666666666666665,3.6666666666666665,3.6666666666666665,4.0
DF,2017-01-23/2017-01-29,1,4,4,1000000,50000,4,0.49999999999999994,0.8660254037844387,0.4647231720437685,0.8854560256532099,0.0,-0.19999999999999996,4.0,5.0,5.0,,3.75,3.75,3.75,3.0
DF,2017-01-30/2017-02-05,2,3,3,1000000,50000,5,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,-0.25,2.0,4.0,4.0,1.0,,3.5,3.8,3.8,7.0
DF,2017-02-06/2017-02-12,2,7,7,1000000,50000,6,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,1.3333333333333335,0.3999999999999999,3.0,4.0,5.0,,4.0,3.6666666666666665,3.6666666666666665,6.0
DF,2017-02-13/2017-02-19,2,6,6,1000000,50000,7,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953,-0.1428571428571429,0.5,7.0,3.0,4.0,,4.5,4.142857142857143,4.142857142857143,5.0
DF,2017-02-20/2017-02-26,2,5,5,1000000,50000,8,0.8660254037844386,0.5000000000000001,0.8229838658936564,0.5680647467311559,-0.16666666666666663,0.25,6.0,7.0,4.0,5.0,5.0,4.375,4.375,11.0
DF,2017-02-27/2017-03-05,3,11,11,1000000,50000,9,1.0,6.123233995736766e-17,0.8854560256532099,0.4647231720437686,1.2000000000000002,2.6666666666666665,5.0,6.0,3.0,1.0,5.25,4.375,4.444444444444445,9.0
DF,2017-03-06/2017-03-12,3,9,9,1000000,50000,10,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557,-0.18181818181818177,0.2857142857142858,11.0,5.0,7.0,5.0,7.25,5.625,5.1,12.0
DF,2017-03-13/2017-03-19,3,12,12,1000000,50000,11,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804,0.33333333333333326,1.0,9.0,11.0,6.0,4.0,7.75,6.125,5.454545454545454,15.0
DF,2017-03-20/2017-03-26,3,15,15,1000000,50000,12,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323,0.25,2.0,12.0,9.0,5.0,4.0,9.25,7.125,6.0,7.0
DF,2017-03-27/2017-04-02,3,7,7,1000000,50000,13,1.0,6.123233995736766e-17,1.0,-1.6081226496766364e-16,-0.5333333333333333,-0.36363636363636365,15.0,12.0,11.0,3.0,11.75,8.5,6.833333333333333,4.0
DF,2017-03-27/2017-04-02,4,4,4,1000000,50000,13,0.8660254037844387,-0.4999999999999998,1.0,-1.6081226496766364e-16,-0.4285714285714286,-0.5555555555555556,7.0,15.0,9.0,7.0,10.75,9.0,7.333333333333333,4.0
DF,2017-04-03/2017-04-09,4,4,4,1000000,50000,14,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,0.0,-0.6666666666666667,4.0,7.0,12.0,6.0,9.5,8.625,7.25,7.0
DF,2017-04-10/2017-04-16,4,7,7,1000000,50000,15,0.8660254037844387,-0.4999999999999998,0.9709418174260521,-0.2393156642875575,0.75,-0.5333333333333333,4.0,4.0,15.0,5.0,7.5,8.375,7.25,8.0
DF,2017-04-17/2017-04-23,4,8,8,1000000,50000,16,0.8660254037844387,-0.4999999999999998,0.9350162426854148,-0.35460488704253545,0.1428571428571428,0.1428571428571428,7.0,4.0,7.0,11.0,5.5,8.625,7.5,11.0
DF,2017-04-24/2017-04-30,4,11,11,1000000,50000,17,0.8660254037844387,-0.4999999999999998,0.8854560256532099,-0.4647231720437685,0.375,1.75,8.0,7.0,4.0,9.0,5.75,8.25,7.916666666666667,9.0
DF,2017-05-01/2017-05-07,5,9,9,1000000,50000,18,0.49999999999999994,-0.8660254037844387,0.8229838658936565,-0.5680647467311557,-0.18181818181818177,1.25,11.0,8.0,4.0,12.0,7.5,8.5,8.25,12.0
DF,2017-05-08/2017-05-14,5,12,12,1000000,50000,19,0.49999999999999994,-0.8660254037844387,0.7485107481711013,-0.663122658240795,0.33333333333333326,0.7142857142857142,9.0,11.0,7.0,15.0,8.75,8.125,8.5,15.0
DF,2017-05-15/2017-05-21,5,15,15,1000000,50000,20,0.49999999999999994,-0.8660254037844387,0.6631226582407952,-0.7485107481711012,0.25,0.875,12.0,9.0,8.0,7.0,10.0,7.75,9.083333333333334,18.0
DF,2017-05-22/2017-05-28,5,18,18,1000000,50000,21,0.49999999999999994,-0.8660254037844387,0.5680647467311558,-0.8229838658936564,0.19999999999999996,0.6363636363636365,15.0,12.0,11.0,4.0,11.75,8.75,9.416666666666666,6.0
DF,2017-05-29/2017-06-04,5,6,6,1000000,50000,22,0.49999999999999994,-0.8660254037844387,0.46472317204376906,-0.8854560256532096,-0.6666666666666667,-0.33333333333333337,18.0,15.0,9.0,4.0,13.5,10.5,10.166666666666666,9.0
DF,2017-05-29/2017-06-04,6,9,9,1000000,50000,22,1.2246467991473532e-16,-1.0,0.46472317204376906,-0.8854560256532096,0.5,-0.25,6.0,18.0,12.0,7.0,12.75,10.75,9.666666666666666,19.0
DF,2017-06-05/2017-06-11,6,19,19,1000000,50000,23,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147,1.1111111111111112,0.2666666666666666,9.0,6.0,15.0,8.0,12.0,11.0,9.166666666666666,19.0
DF,2017-06-12/2017-06-18,6,19,19,1000000,50000,24,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052,0.0,0.05555555555555558,19.0,9.0,18.0,11.0,13.0,12.375,10.166666666666666,13.0
DF,2017-06-19/2017-06-25,6,13,13,1000000,50000,25,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054,-0.3157894736842105,1.1666666666666665,19.0,19.0,6.0,9.0,13.25,13.375,11.416666666666666,9.0
DF,2017-06-26/2017-07-02,6,9,9,1000000,50000,26,1.2246467991473532e-16,-1.0,-3.216245299353273e-16,-1.0,-0.3076923076923077,0.0,13.0,19.0,9.0,12.0,15.0,13.875,12.166666666666666,2.0
DF,2017-06-26/2017-07-02,7,2,2,1000000,50000,26,-0.4999999999999997,-0.8660254037844388,-3.216245299353273e-16,-1.0,-0.7777777777777778,-0.8947368421052632,9.0,13.0,19.0,15.0,15.0,13.5,12.333333333333334,19.0
DF,2017-07-03/2017-07-09,7,19,19,1000000,50000,27,-0.4999999999999997,-0.8660254037844388,-0.12053668025532283,-0.992708874098054,8.5,0.0,2.0,9.0,19.0,18.0,10.75,11.875,11.833333333333334,19.0
DF,2017-07-10/2017-07-16,7,19,19,1000000,50000,28,-0.4999999999999997,-0.8660254037844388,-0.23931566428755743,-0.9709418174260521,0.0,0.46153846153846145,19.0,2.0,13.0,6.0,10.75,12.0,12.5,20.0
DF,2017-07-17/2017-07-23,7,20,20,1000000,50000,29,-0.4999999999999997,-0.8660254037844388,-0.3546048870425356,-0.9350162426854148,0.05263157894736836,1.2222222222222223,19.0,19.0,9.0,9.0,12.25,13.625,13.333333333333334,13.0
DF,2017-07-24/2017-07-30,7,13,13,1000000,50000,30,-0.4999999999999997,-0.8660254037844388,-0.46472317204376806,-0.8854560256532101,-0.35,5.5,20.0,19.0,2.0,19.0,15.0,15.0,14.0,2.0
DF,2017-07-31/2017-08-06,7,2,2,1000000,50000,31,-0.4999999999999997,-0.8660254037844388,-0.5680647467311556,-0.8229838658936565,-0.8461538461538461,-0.8947368421052632,13.0,20.0,19.0,19.0,17.75,14.25,13.833333333333334,15.0
DF,2017-07-31/2017-08-06,8,15,15,1000000,50000,31,-0.8660254037844384,-0.5000000000000004,-0.5680647467311556,-0.8229838658936565,6.5,-0.21052631578947367,2.0,13.0,19.0,13.0,13.5,12.125,12.5,19.0
DF,2017-08-07/2017-08-13,8,19,19,1000000,50000,32,-0.8660254037844384,-0.5000000000000004,-0.663122658240795,-0.7485107481711013,0.2666666666666666,-0.050000000000000044,15.0,2.0,20.0,9.0,12.5,12.375,13.25,17.0
DF,2017-08-14/2017-08-20,8,17,17,1000000,50000,33,-0.8660254037844384,-0.5000000000000004,-0.7485107481711011,-0.6631226582407952,-0.10526315789473684,0.3076923076923077,19.0,15.0,13.0,2.0,12.25,13.625,14.083333333333334,20.0
DF,2017-08-21/2017-08-27,8,20,20,1000000,50000,34,-0.8660254037844384,-0.5000000000000004,-0.8229838658936564,-0.5680647467311559,0.17647058823529416,9.0,17.0,19.0,2.0,19.0,13.25,15.5,13.916666666666666,12.0
DF,2017-08-28/2017-09-03,8,12,12,1000000,50000,35,-0.8660254037844384,-0.5000000000000004,-0.8854560256532096,-0.4647231720437691,-0.4,-0.19999999999999996,20.0,17.0,15.0,19.0,17.75,15.625,14.0,13.0
DF,2017-08-28/2017-09-03,9,13,13,1000000,50000,35,-1.0,-1.8369701987210297e-16,-0.8854560256532096,-0.4647231720437691,0.08333333333333326,-0.3157894736842105,12.0,20.0,19.0,20.0,17.0,14.75,13.916666666666666,17.0
DF,2017-09-04/2017-09-10,9,17,17,1000000,50000,36,-1.0,-1.8369701987210297e-16,-0.9350162426854147,-0.3546048870425359,0.3076923076923077,0.0,13.0,12.0,17.0,13.0,15.5,13.875,14.25,30.0
DF,2017-09-11/2017-09-17,9,30,30,1000000,50000,37,-1.0,-1.8369701987210297e-16,-0.970941817426052,-0.23931566428755774,0.7647058823529411,0.5,17.0,13.0,20.0,2.0,15.5,14.375,15.5,16.0
DF,2017-09-18/2017-09-24,9,16,16,1000000,50000,38,-1.0,-1.8369701987210297e-16,-0.992708874098054,-0.12053668025532357,-0.4666666666666667,0.33333333333333326,30.0,17.0,12.0,15.0,18.0,17.875,16.416666666666668,18.0
DF,2017-09-25/2017-10-01,9,18,18,1000000,50000,39,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0.125,0.3846153846153846,16.0,30.0,13.0,19.0,19.0,18.0,16.166666666666668,2.0
DF,2017-09-25/2017-10-01,10,2,2,1000000,50000,39,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,-0.8888888888888888,-0.8823529411764706,18.0,16.0,17.0,17.0,20.25,17.875,16.0,24.0
DF,2017-10-02/2017-10-08,10,24,24,1000000,50000,40,-0.8660254037844386,0.5000000000000001,-0.992708874098054,0.1205366802553232,11.0,-0.19999999999999996,2.0,18.0,30.0,20.0,16.5,16.0,15.083333333333334,15.0
DF,2017-10-09/2017-10-15,10,15,15,1000000,50000,41,-0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738,-0.375,-0.0625,24.0,2.0,16.0,12.0,15.0,16.5,16.916666666666668,17.0
DF,2017-10-16/2017-10-22,10,17,17,1000000,50000,42,-0.8660254037844386,0.5000000000000001,-0.9350162426854148,0.35460488704253557,0.1333333333333333,-0.05555555555555558,15.0,24.0,18.0,13.0,14.75,16.875,16.916666666666668,22.0
DF,2017-10-23/2017-10-29,10,22,22,1000000,50000,43,-0.8660254037844386,0.5000000000000001,-0.8854560256532101,0.464723172043768,0.2941176470588236,10.0,17.0,15.0,2.0,17.0,14.5,17.375,16.75,12.0
DF,2017-10-30/2017-11-05,10,12,12,1000000,50000,44,-0.8660254037844386,0.5000000000000001,-0.822983865893657,0.5680647467311548,-0.4545454545454546,-0.5,22.0,17.0,24.0,30.0,19.5,18.0,17.166666666666668,12.0
DF,2017-10-30/2017-11-05,11,12,12,1000000,50000,44,-0.5000000000000004,0.8660254037844384,-0.822983865893657,0.5680647467311548,0.0,-0.19999999999999996,12.0,22.0,15.0,16.0,16.5,15.75,16.5,23.0
DF,2017-11-06/2017-11-12,11,23,23,1000000,50000,45,-0.5000000000000004,0.8660254037844384,-0.7485107481711011,0.6631226582407952,0.9166666666666667,0.3529411764705883,12.0,12.0,17.0,18.0,15.75,15.25,16.5,25.0
DF,2017-11-13/2017-11-19,11,25,25,1000000,50000,46,-0.5000000000000004,0.8660254037844384,-0.6631226582407955,0.7485107481711007,0.08695652173913038,0.13636363636363646,23.0,12.0,22.0,2.0,17.25,15.875,17.333333333333332,65.0
DF,2017-11-20/2017-11-26,11,65,65,1000000,50000,47,-0.5000000000000004,0.8660254037844384,-0.5680647467311559,0.8229838658936564,1.6,4.416666666666667,25.0,23.0,12.0,24.0,18.0,18.75,18.0,32.0
DF,2017-11-27/2017-12-03,11,32,32,1000000,50000,48,-0.5000000000000004,0.8660254037844384,-0.4647231720437684,0.88545602565321,-0.5076923076923077,1.6666666666666665,65.0,25.0,12.0,15.0,31.25,23.875,20.916666666666668,16.0
DF,2017-11-27/2017-12-03,12,16,16,1000000,50000,48,-2.4492935982947064e-16,1.0,-0.4647231720437684,0.88545602565321,-0.5,-0.30434782608695654,32.0,65.0,23.0,17.0,36.25,26.0,22.25,38.0
DF,2017-12-04/2017-12-10,12,38,38,1000000,50000,49,-2.4492935982947064e-16,1.0,-0.35460488704253595,0.9350162426854147,1.375,0.52,16.0,32.0,25.0,22.0,34.5,25.875,22.083333333333332,32.0
DF,2017-12-11/2017-12-17,12,32,32,1000000,50000,50,-2.4492935982947064e-16,1.0,-0.2393156642875578,0.970941817426052,-0.1578947368421053,-0.5076923076923077,38.0,16.0,65.0,12.0,37.75,27.875,25.083333333333332,24.0
DF,2017-12-18/2017-12-24,12,24,24,1000000,50000,51,-2.4492935982947064e-16,1.0,-0.12053668025532363,0.992708874098054,-0.25,-0.25,32.0,38.0,32.0,12.0,29.5,30.375,25.75,19.0
DF,2017-12-25/2017-12-31,12,19,19,1000000,50000,52,-2.4492935982947064e-16,1.0,6.432490598706546e-16,1.0,-0.20833333333333337,0.1875,24.0,32.0,16.0,23.0,27.5,31.875,26.5,27.0
DF,2018-01-01/2018-01-07,1,27,27,1000000,50000,1,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0.42105263157894735,-0.2894736842105263,19.0,24.0,38.0,25.0,28.25,31.375,26.666666666666668,24.0
DF,2018-01-08/2018-01-14,1,24,24,1000000,50000,2,0.49999999999999994,0.8660254037844387,0.23931566428755774,0.970941817426052,-0.11111111111111116,-0.25,27.0,19.0,32.0,65.0,25.5,31.625,27.083333333333332,34.0
DF,2018-01-15/2018-01-21,1,34,34,1000000,50000,3,0.49999999999999994,0.8660254037844387,0.3546048870425356,0.9350162426854148,0.41666666666666674,0.41666666666666674,24.0,27.0,24.0,32.0,23.5,26.5,28.083333333333332,31.0
DF,2018-01-22/2018-01-28,1,31,31,1000000,50000,4,0.49999999999999994,0.8660254037844387,0.4647231720437685,0.8854560256532099,-0.08823529411764708,0.631578947368421,34.0,24.0,19.0,16.0,26.0,26.75,29.916666666666668,19.0
DF,2018-01-29/2018-02-04,1,19,19,1000000,50000,5,0.49999999999999994,0.8660254037844387,0.5680647467311558,0.8229838658936564,-0.3870967741935484,-0.2962962962962963,31.0,34.0,27.0,38.0,29.0,28.625,30.583333333333332,26.0
DF,2018-01-29/2018-02-04,2,26,26,1000000,50000,5,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,0.368421052631579,0.08333333333333326,19.0,31.0,24.0,32.0,27.0,26.25,30.083333333333332,42.0
DF,2018-02-05/2018-02-11,2,42,42,1000000,50000,6,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,0.6153846153846154,0.23529411764705888,26.0,19.0,34.0,24.0,27.5,25.5,26.833333333333332,45.0
DF,2018-02-12/2018-02-18,2,45,45,1000000,50000,7,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953,0.0714285714285714,0.4516129032258065,42.0,26.0,31.0,19.0,29.5,27.75,27.666666666666668,37.0
DF,2018-02-19/2018-02-25,2,37,37,1000000,50000,8,0.8660254037844386,0.5000000000000001,0.8229838658936564,0.5680647467311559,-0.1777777777777778,0.9473684210526316,45.0,42.0,19.0,27.0,33.0,31.0,30.083333333333332,20.0
DF,2018-02-26/2018-03-04,2,20,20,1000000,50000,9,0.8660254037844386,0.5000000000000001,0.8854560256532099,0.4647231720437686,-0.45945945945945943,-0.23076923076923073,37.0,45.0,26.0,24.0,37.5,32.25,30.0,20.0
DF,2018-02-26/2018-03-04,3,20,20,1000000,50000,9,1.0,6.123233995736766e-17,0.8854560256532099,0.4647231720437686,0.0,-0.5238095238095238,20.0,37.0,42.0,34.0,36.0,31.75,29.0,30.0
DF,2018-03-05/2018-03-11,3,30,30,1000000,50000,10,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557,0.5,-0.33333333333333337,20.0,20.0,45.0,31.0,30.5,30.0,28.666666666666668,33.0
DF,2018-03-12/2018-03-18,3,33,33,1000000,50000,11,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804,0.10000000000000009,-0.10810810810810811,30.0,20.0,37.0,19.0,26.75,29.875,29.583333333333332,35.0
DF,2018-03-19/2018-03-25,3,35,35,1000000,50000,12,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323,0.06060606060606055,0.75,33.0,30.0,20.0,26.0,25.75,31.625,30.083333333333332,29.0
DF,2018-03-26/2018-04-01,3,29,29,1000000,50000,13,1.0,6.123233995736766e-17,1.0,-1.6081226496766364e-16,-0.17142857142857137,0.44999999999999996,35.0,33.0,20.0,42.0,29.5,32.75,31.0,5.0
