customer_state,year_week,month,revenue,order_count,population,gdp_per_capita,week_of_year,month_sin,month_cos,week_sin,week_cos,revenue_growth_1w,revenue_growth_4w,revenue_lag_1,revenue_lag_2,revenue_lag_4,revenue_lag_8,revenue_rolling_4,revenue_rolling_8,revenue_rolling_12,target_next_revenue
PB,2018-05-07/2018-05-13,5,10,10,1000000,50000,19,0.49999999999999994,-0.8660254037844387,0.7485107481711013,-0.663122658240795,0.6666666666666667,1.5,6.0,1.0,4.0,8.0,4.25,5.25,6.083333333333333,4.0
PB,2018-05-14/2018-05-20,5,4,4,1000000,50000,20,0.49999999999999994,-0.8660254037844387,0.6631226582407952,-0.7485107481711012,-0.6,-0.33333333333333337,10.0,6.0,6.0,1.0,5.75,5.5,6.166666666666667,6.0
PB,2018-05-21/2018-05-27,5,6,6,1000000,50000,21,0.49999999999999994,-0.8660254037844387,0.5680647467311558,-0.8229838658936564,0.5,5.0,4.0,10.0,1.0,4.0,5.25,5.875,6.0,3.0
PB,2018-05-28/2018-06-03,5,3,3,1000000,50000,22,0.49999999999999994,-0.8660254037844387,0.46472317204376906,-0.8854560256532096,-0.5,-0.5,6.0,4.0,6.0,12.0,6.5,6.125,5.666666666666667,6.0
PB,2018-06-04/2018-06-10,6,6,6,1000000,50000,23,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147,1.0,-0.4,3.0,6.0,10.0,4.0,5.75,5.0,5.416666666666667,6.0
PB,2018-06-11/2018-06-17,6,6,6,1000000,50000,24,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052,0.0,0.5,6.0,3.0,4.0,6.0,4.75,5.25,5.25,12.0
PB,2018-06-18/2018-06-24,6,12,12,1000000,50000,25,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054,1.0,1.0,6.0,6.0,6.0,1.0,5.25,5.25,5.666666666666667,4.0
PB,2018-06-25/2018-07-01,6,4,4,1000000,50000,26,1.2246467991473532e-16,-1.0,-3.216245299353273e-16,-1.0,-0.6666666666666667,0.33333333333333326,12.0,6.0,3.0,6.0,6.75,6.625,6.333333333333333,2.0
PB,2018-06-25/2018-07-01,7,2,2,1000000,50000,26,-0.4999999999999997,-0.8660254037844388,-3.216245299353273e-16,-1.0,-0.5,-0.6666666666666667,4.0,12.0,6.0,10.0,7.0,6.375,5.666666666666667,12.0
PB,2018-07-02/2018-07-08,7,12,12,1000000,50000,27,-0.4999999999999997,-0.8660254037844388,-0.12053668025532283,-0.992708874098054,5.0,1.0,2.0,4.0,6.0,4.0,6.0,5.375,5.5,10.0
PB,2018-07-09/2018-07-15,7,10,10,1000000,50000,28,-0.4999999999999997,-0.8660254037844388,-0.23931566428755743,-0.9709418174260521,-0.16666666666666663,-0.16666666666666663,12.0,2.0,12.0,6.0,7.5,6.375,6.0,14.0
PB,2018-07-16/2018-07-22,7,14,14,1000000,50000,29,-0.4999999999999997,-0.8660254037844388,-0.3546048870425356,-0.9350162426854148,0.3999999999999999,2.5,10.0,12.0,4.0,3.0,7.0,6.875,6.75,10.0
PB,2018-07-23/2018-07-29,7,10,10,1000000,50000,30,-0.4999999999999997,-0.8660254037844388,-0.46472317204376806,-0.8854560256532101,-0.2857142857142857,4.0,14.0,10.0,2.0,6.0,9.5,8.25,7.416666666666667,3.0
PB,2018-07-30/2018-08-05,7,3,3,1000000,50000,31,-0.4999999999999997,-0.8660254037844388,-0.5680647467311556,-0.8229838658936565,-0.7,-0.75,10.0,14.0,12.0,6.0,11.5,8.75,7.416666666666667,7.0
PB,2018-07-30/2018-08-05,8,7,7,1000000,50000,31,-0.8660254037844384,-0.5000000000000004,-0.5680647467311556,-0.8229838658936565,1.3333333333333335,-0.30000000000000004,3.0,10.0,10.0,12.0,9.25,8.375,7.333333333333333,10.0
PB,2018-08-06/2018-08-12,8,10,10,1000000,50000,32,-0.8660254037844384,-0.5000000000000004,-0.663122658240795,-0.7485107481711013,0.4285714285714286,-0.2857142857142857,7.0,3.0,14.0,4.0,8.5,7.75,7.416666666666667,8.0
PB,2018-08-13/2018-08-19,8,8,8,1000000,50000,33,-0.8660254037844384,-0.5000000000000004,-0.7485107481711011,-0.6631226582407952,-0.19999999999999996,-0.19999999999999996,10.0,7.0,10.0,2.0,7.5,8.5,8.0,3.0
PE,2016-10-03/2016-10-09,10,6,6,1000000,50000,40,-0.8660254037844386,0.5000000000000001,-0.992708874098054,0.1205366802553232,0.0,0.0,,,,,,,,4.0
PE,2017-01-16/2017-01-22,1,4,4,1000000,50000,3,0.49999999999999994,0.8660254037844387,0.3546048870425356,0.9350162426854148,-0.33333333333333337,0.0,6.0,,,,,,,3.0
PE,2017-01-23/2017-01-29,1,3,3,1000000,50000,4,0.49999999999999994,0.8660254037844387,0.4647231720437685,0.8854560256532099,-0.25,0.0,4.0,6.0,,,5.0,5.0,5.0,2.0
PE,2017-01-30/2017-02-05,1,2,2,1000000,50000,5,0.49999999999999994,0.8660254037844387,0.5680647467311558,0.8229838658936564,-0.33333333333333337,0.0,3.0,4.0,,,4.333333333333333,4.333333333333333,4.333333333333333,4.0
PE,2017-01-30/2017-02-05,2,4,4,1000000,50000,5,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,1.0,-0.33333333333333337,2.0,3.0,6.0,,3.75,3.75,3.75,7.0
PE,2017-02-06/2017-02-12,2,7,7,1000000,50000,6,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,0.75,0.75,4.0,2.0,4.0,,3.25,3.8,3.8,4.0
PE,2017-02-13/2017-02-19,2,4,4,1000000,50000,7,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953,-0.4285714285714286,0.33333333333333326,7.0,4.0,3.0,,4.0,4.333333333333333,4.333333333333333,5.0
PE,2017-02-20/2017-02-26,2,5,5,1000000,50000,8,0.8660254037844386,0.5000000000000001,0.8229838658936564,0.5680647467311559,0.25,1.5,4.0,7.0,2.0,,4.25,4.285714285714286,4.285714285714286,5.0
PE,2017-02-27/2017-03-05,3,5,5,1000000,50000,9,1.0,6.123233995736766e-17,0.8854560256532099,0.4647231720437686,0.0,0.25,5.0,4.0,4.0,6.0,5.0,4.375,4.375,8.0
PE,2017-03-06/2017-03-12,3,8,8,1000000,50000,10,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557,0.6000000000000001,0.1428571428571428,5.0,5.0,7.0,4.0,5.25,4.25,4.444444444444445,9.0
PE,2017-03-13/2017-03-19,3,9,9,1000000,50000,11,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804,0.125,1.25,8.0,5.0,4.0,3.0,5.5,4.75,4.8,5.0
PE,2017-03-20/2017-03-26,3,5,5,1000000,50000,12,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323,-0.4444444444444444,0.0,9.0,8.0,5.0,2.0,6.75,5.5,5.181818181818182,9.0
PE,2017-03-27/2017-04-02,3,9,9,1000000,50000,13,1.0,6.123233995736766e-17,1.0,-1.6081226496766364e-16,0.8,0.8,5.0,9.0,5.0,4.0,6.75,5.875,5.166666666666667,1.0
PE,2017-03-27/2017-04-02,4,1,1,1000000,50000,13,0.8660254037844387,-0.4999999999999998,1.0,-1.6081226496766364e-16,-0.8888888888888888,-0.875,9.0,5.0,8.0,7.0,7.75,6.5,5.416666666666667,8.0
PE,2017-04-03/2017-04-09,4,8,8,1000000,50000,14,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,7.0,-0.11111111111111116,1.0,9.0,9.0,4.0,6.0,5.75,5.166666666666667,8.0
PE,2017-04-10/2017-04-16,4,8,8,1000000,50000,15,0.8660254037844387,-0.4999999999999998,0.9709418174260521,-0.2393156642875575,0.0,0.6000000000000001,8.0,1.0,5.0,5.0,5.75,6.25,5.583333333333333,6.0
PE,2017-04-17/2017-04-23,4,6,6,1000000,50000,16,0.8660254037844387,-0.4999999999999998,0.9350162426854148,-0.35460488704253545,-0.25,-0.33333333333333337,8.0,8.0,9.0,5.0,6.5,6.625,6.083333333333333,13.0
PE,2017-04-24/2017-04-30,4,13,13,1000000,50000,17,0.8660254037844387,-0.4999999999999998,0.8854560256532099,-0.4647231720437685,1.1666666666666665,12.0,6.0,8.0,1.0,8.0,5.75,6.75,6.25,15.0
PE,2017-05-01/2017-05-07,5,15,15,1000000,50000,18,0.49999999999999994,-0.8660254037844387,0.8229838658936565,-0.5680647467311557,0.15384615384615374,0.875,13.0,6.0,8.0,9.0,8.75,7.375,6.75,14.0
PE,2017-05-08/2017-05-14,5,14,14,1000000,50000,19,0.49999999999999994,-0.8660254037844387,0.7485107481711013,-0.663122658240795,-0.06666666666666665,0.75,15.0,13.0,8.0,5.0,10.5,8.125,7.666666666666667,16.0
PE,2017-05-15/2017-05-21,5,16,16,1000000,50000,20,0.49999999999999994,-0.8660254037844387,0.6631226582407952,-0.7485107481711012,0.1428571428571428,1.6666666666666665,14.0,15.0,6.0,9.0,12.0,9.25,8.416666666666666,14.0
PE,2017-05-22/2017-05-28,5,14,14,1000000,50000,21,0.49999999999999994,-0.8660254037844387,0.5680647467311558,-0.8229838658936564,-0.125,0.07692307692307687,16.0,14.0,13.0,1.0,14.5,10.125,9.333333333333334,4.0
PE,2017-05-29/2017-06-04,5,4,4,1000000,50000,22,0.49999999999999994,-0.8660254037844387,0.46472317204376906,-0.8854560256532096,-0.7142857142857143,-0.7333333333333334,14.0,16.0,15.0,8.0,14.75,11.75,9.833333333333334,6.0
PE,2017-05-29/2017-06-04,6,6,6,1000000,50000,22,1.2246467991473532e-16,-1.0,0.46472317204376906,-0.8854560256532096,0.5,-0.5714285714285714,4.0,14.0,14.0,8.0,12.0,11.25,9.416666666666666,13.0
PE,2017-06-05/2017-06-11,6,13,13,1000000,50000,23,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147,1.1666666666666665,-0.1875,6.0,4.0,16.0,6.0,10.0,11.0,9.5,9.0
PE,2017-06-12/2017-06-18,6,9,9,1000000,50000,24,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052,-0.3076923076923077,-0.3571428571428571,13.0,6.0,14.0,13.0,9.25,11.875,9.833333333333334,6.0
PE,2017-06-19/2017-06-25,6,6,6,1000000,50000,25,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054,-0.33333333333333337,0.5,9.0,13.0,4.0,15.0,8.0,11.375,10.5,7.0
PE,2017-06-26/2017-07-02,6,7,7,1000000,50000,26,1.2246467991473532e-16,-1.0,-3.216245299353273e-16,-1.0,0.16666666666666674,0.16666666666666674,6.0,9.0,6.0,14.0,8.5,10.25,10.333333333333334,2.0
PE,2017-06-26/2017-07-02,7,2,2,1000000,50000,26,-0.4999999999999997,-0.8660254037844388,-3.216245299353273e-16,-1.0,-0.7142857142857143,-0.8461538461538461,7.0,6.0,13.0,16.0,8.75,9.375,10.25,13.0
PE,2017-07-03/2017-07-09,7,13,13,1000000,50000,27,-0.4999999999999997,-0.8660254037844388,-0.12053668025532283,-0.992708874098054,5.5,0.4444444444444444,2.0,7.0,9.0,14.0,6.0,7.625,9.916666666666666,18.0
PE,2017-07-10/2017-07-16,7,18,18,1000000,50000,28,-0.4999999999999997,-0.8660254037844388,-0.23931566428755743,-0.9709418174260521,0.3846153846153846,2.0,13.0,2.0,6.0,4.0,7.0,7.5,9.916666666666666,14.0
PE,2017-07-17/2017-07-23,7,14,14,1000000,50000,29,-0.4999999999999997,-0.8660254037844388,-0.3546048870425356,-0.9350162426854148,-0.2222222222222222,1.0,18.0,13.0,7.0,6.0,10.0,9.25,10.166666666666666,19.0
PE,2017-07-24/2017-07-30,7,19,19,1000000,50000,30,-0.4999999999999997,-0.8660254037844388,-0.46472317204376806,-0.8854560256532101,0.3571428571428572,8.5,14.0,18.0,2.0,13.0,11.75,10.25,10.166666666666666,4.0
PE,2017-07-31/2017-08-06,7,4,4,1000000,50000,31,-0.4999999999999997,-0.8660254037844388,-0.5680647467311556,-0.8229838658936565,-0.7894736842105263,-0.6923076923076923,19.0,14.0,13.0,9.0,16.0,11.0,10.416666666666666,16.0
PE,2017-07-31/2017-08-06,8,16,16,1000000,50000,31,-0.8660254037844384,-0.5000000000000004,-0.5680647467311556,-0.8229838658936565,3.0,-0.11111111111111116,4.0,19.0,18.0,6.0,13.75,10.375,9.583333333333334,20.0
PE,2017-08-07/2017-08-13,8,20,20,1000000,50000,32,-0.8660254037844384,-0.5000000000000004,-0.663122658240795,-0.7485107481711013,0.25,0.4285714285714286,16.0,4.0,14.0,7.0,13.25,11.625,10.583333333333334,19.0
PE,2017-08-14/2017-08-20,8,19,19,1000000,50000,33,-0.8660254037844384,-0.5000000000000004,-0.7485107481711011,-0.6631226582407952,-0.050000000000000044,0.0,20.0,16.0,19.0,2.0,14.75,13.25,11.75,16.0
PE,2017-08-21/2017-08-27,8,16,16,1000000,50000,34,-0.8660254037844384,-0.5000000000000004,-0.8229838658936564,-0.5680647467311559,-0.1578947368421053,3.0,19.0,20.0,4.0,13.0,14.75,15.375,12.25,12.0
PE,2017-08-28/2017-09-03,8,12,12,1000000,50000,35,-0.8660254037844384,-0.5000000000000004,-0.8854560256532096,-0.4647231720437691,-0.25,-0.25,16.0,19.0,16.0,18.0,17.75,15.75,12.833333333333334,7.0
PE,2017-08-28/2017-09-03,9,7,7,1000000,50000,35,-1.0,-1.8369701987210297e-16,-0.8854560256532096,-0.4647231720437691,-0.41666666666666663,-0.65,12.0,16.0,20.0,14.0,16.75,15.0,13.333333333333334,20.0
PE,2017-09-04/2017-09-10,9,20,20,1000000,50000,36,-1.0,-1.8369701987210297e-16,-0.9350162426854147,-0.3546048870425359,1.8571428571428572,0.05263157894736836,7.0,12.0,19.0,19.0,13.5,14.125,13.333333333333334,28.0
PE,2017-09-11/2017-09-17,9,28,28,1000000,50000,37,-1.0,-1.8369701987210297e-16,-0.970941817426052,-0.23931566428755774,0.3999999999999999,0.75,20.0,7.0,16.0,4.0,13.75,14.25,14.833333333333334,11.0
PE,2017-09-18/2017-09-24,9,11,11,1000000,50000,38,-1.0,-1.8369701987210297e-16,-0.992708874098054,-0.12053668025532357,-0.6071428571428572,-0.08333333333333337,28.0,20.0,12.0,16.0,16.75,17.25,16.083333333333332,8.0
PE,2017-09-25/2017-10-01,9,8,8,1000000,50000,39,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-0.2727272727272727,0.1428571428571428,11.0,28.0,7.0,20.0,16.5,16.625,15.5,3.0
PE,2017-09-25/2017-10-01,10,3,3,1000000,50000,39,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,-0.625,-0.85,8.0,11.0,20.0,19.0,16.75,15.125,15.0,21.0
PE,2017-10-02/2017-10-08,10,21,21,1000000,50000,40,-0.8660254037844386,0.5000000000000001,-0.992708874098054,0.1205366802553232,6.0,-0.25,3.0,8.0,28.0,16.0,12.5,13.125,13.666666666666666,17.0
PE,2017-10-09/2017-10-15,10,17,17,1000000,50000,41,-0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738,-0.19047619047619047,0.5454545454545454,21.0,3.0,11.0,12.0,10.75,13.75,15.083333333333334,20.0
PE,2017-10-16/2017-10-22,10,20,20,1000000,50000,42,-0.8660254037844386,0.5000000000000001,-0.9350162426854148,0.35460488704253557,0.17647058823529416,1.5,17.0,21.0,8.0,7.0,12.25,14.375,15.166666666666666,15.0
PE,2017-10-23/2017-10-29,10,15,15,1000000,50000,43,-0.8660254037844386,0.5000000000000001,-0.8854560256532101,0.464723172043768,-0.25,4.0,20.0,17.0,3.0,20.0,15.25,16.0,15.166666666666666,1.0
PE,2017-10-30/2017-11-05,10,1,1,1000000,50000,44,-0.8660254037844386,0.5000000000000001,-0.822983865893657,0.5680647467311548,-0.9333333333333333,-0.9523809523809523,15.0,20.0,21.0,28.0,18.25,15.375,14.833333333333334,13.0
PE,2017-10-30/2017-11-05,11,13,13,1000000,50000,44,-0.5000000000000004,0.8660254037844384,-0.822983865893657,0.5680647467311548,12.0,-0.23529411764705888,1.0,15.0,17.0,11.0,13.25,12.0,13.583333333333334,18.0
PE,2017-11-06/2017-11-12,11,18,18,1000000,50000,45,-0.5000000000000004,0.8660254037844384,-0.7485107481711011,0.6631226582407952,0.3846153846153846,-0.09999999999999998,13.0,1.0,20.0,8.0,12.25,12.25,13.666666666666666,30.0
PE,2017-11-13/2017-11-19,11,30,30,1000000,50000,46,-0.5000000000000004,0.8660254037844384,-0.6631226582407955,0.7485107481711007,0.6666666666666667,1.0,18.0,13.0,15.0,3.0,11.75,13.5,14.583333333333334,45.0
PE,2017-11-20/2017-11-26,11,45,45,1000000,50000,47,-0.5000000000000004,0.8660254037844384,-0.5680647467311559,0.8229838658936564,0.5,44.0,30.0,18.0,1.0,21.0,15.5,16.875,15.416666666666666,19.0
PE,2017-11-27/2017-12-03,11,19,19,1000000,50000,48,-0.5000000000000004,0.8660254037844384,-0.4647231720437684,0.88545602565321,-0.5777777777777777,0.46153846153846145,45.0,30.0,13.0,17.0,26.5,19.875,16.833333333333332,15.0
PE,2017-11-27/2017-12-03,12,15,15,1000000,50000,48,-2.4492935982947064e-16,1.0,-0.4647231720437684,0.88545602565321,-0.21052631578947367,-0.16666666666666663,19.0,45.0,18.0,20.0,28.0,20.125,17.5,27.0
PE,2017-12-04/2017-12-10,12,27,27,1000000,50000,49,-2.4492935982947064e-16,1.0,-0.35460488704253595,0.9350162426854147,0.8,-0.09999999999999998,15.0,19.0,30.0,15.0,27.25,19.5,18.083333333333332,26.0
PE,2017-12-11/2017-12-17,12,26,26,1000000,50000,50,-2.4492935982947064e-16,1.0,-0.2393156642875578,0.970941817426052,-0.03703703703703709,-0.4222222222222223,27.0,15.0,45.0,1.0,26.5,21.0,20.083333333333332,19.0
PE,2017-12-18/2017-12-24,12,19,19,1000000,50000,51,-2.4492935982947064e-16,1.0,-0.12053668025532363,0.992708874098054,-0.2692307692307693,0.0,26.0,27.0,19.0,13.0,21.75,24.125,20.5,14.0
PE,2017-12-25/2017-12-31,12,14,14,1000000,50000,52,-2.4492935982947064e-16,1.0,6.432490598706546e-16,1.0,-0.26315789473684215,-0.06666666666666665,19.0,26.0,15.0,18.0,21.75,24.875,20.666666666666668,14.0
PE,2018-01-01/2018-01-07,1,14,14,1000000,50000,1,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0.0,-0.4814814814814815,14.0,19.0,27.0,30.0,21.5,24.375,20.166666666666668,26.0
PE,2018-01-08/2018-01-14,1,26,26,1000000,50000,2,0.49999999999999994,0.8660254037844387,0.23931566428755774,0.970941817426052,0.8571428571428572,0.0,14.0,14.0,26.0,45.0,18.25,22.375,20.083333333333332,27.0
PE,2018-01-15/2018-01-21,1,27,27,1000000,50000,3,0.49999999999999994,0.8660254037844387,0.3546048870425356,0.9350162426854148,0.03846153846153855,0.42105263157894735,26.0,14.0,19.0,19.0,18.25,20.0,22.166666666666668,23.0
PE,2018-01-22/2018-01-28,1,23,23,1000000,50000,4,0.49999999999999994,0.8660254037844387,0.4647231720437685,0.8854560256532099,-0.14814814814814814,0.6428571428571428,27.0,26.0,14.0,15.0,20.25,21.0,23.333333333333332,12.0
PE,2018-01-29/2018-02-04,1,12,12,1000000,50000,5,0.49999999999999994,0.8660254037844387,0.5680647467311558,0.8229838658936564,-0.4782608695652174,-0.1428571428571429,23.0,27.0,14.0,27.0,22.5,22.0,23.75,19.0
PE,2018-01-29/2018-02-04,2,19,19,1000000,50000,5,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,0.5833333333333333,-0.2692307692307693,12.0,23.0,26.0,26.0,22.0,20.125,22.25,30.0
PE,2018-02-05/2018-02-11,2,30,30,1000000,50000,6,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,0.5789473684210527,0.11111111111111116,19.0,12.0,27.0,19.0,20.25,19.25,20.083333333333332,28.0
PE,2018-02-12/2018-02-18,2,28,28,1000000,50000,7,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953,-0.06666666666666665,0.21739130434782616,30.0,19.0,23.0,14.0,21.0,20.625,21.0,28.0
PE,2018-02-19/2018-02-25,2,28,28,1000000,50000,8,0.8660254037844386,0.5000000000000001,0.8229838658936564,0.5680647467311559,0.0,1.3333333333333335,28.0,30.0,12.0,14.0,22.25,22.375,22.083333333333332,16.0
PE,2018-02-26/2018-03-04,2,16,16,1000000,50000,9,0.8660254037844386,0.5000000000000001,0.8854560256532099,0.4647231720437686,-0.4285714285714286,-0.1578947368421053,28.0,28.0,19.0,26.0,26.25,24.125,22.166666666666668,11.0
PE,2018-02-26/2018-03-04,3,11,11,1000000,50000,9,1.0,6.123233995736766e-17,0.8854560256532099,0.4647231720437686,-0.3125,-0.6333333333333333,16.0,28.0,30.0,27.0,25.5,22.875,21.333333333333332,35.0
PE,2018-03-05/2018-03-11,3,35,35,1000000,50000,10,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557,2.1818181818181817,0.25,11.0,16.0,28.0,23.0,20.75,20.875,20.666666666666668,21.0
PE,2018-03-12/2018-03-18,3,21,21,1000000,50000,11,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804,-0.4,-0.25,35.0,11.0,28.0,12.0,22.5,22.375,22.416666666666668,25.0
PE,2018-03-19/2018-03-25,3,25,25,1000000,50000,12,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323,0.19047619047619047,0.5625,21.0,35.0,16.0,19.0,20.75,23.5,23.0,15.0
PE,2018-03-26/2018-04-01,3,15,15,1000000,50000,13,1.0,6.123233995736766e-17,1.0,-1.6081226496766364e-16,-0.4,0.36363636363636354,25.0,21.0,11.0,30.0,23.0,24.25,22.916666666666668,2.0
PE,2018-03-26/2018-04-01,4,2,2,1000000,50000,13,0.8660254037844387,-0.4999999999999998,1.0,-1.6081226496766364e-16,-0.8666666666666667,-0.9428571428571428,15.0,25.0,35.0,28.0,24.0,22.375,21.916666666666668,27.0
PE,2018-04-02/2018-04-08,4,27,27,1000000,50000,14,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,12.5,0.2857142857142858,2.0,15.0,21.0,28.0,15.75,19.125,20.166666666666668,17.0
PE,2018-04-09/2018-04-15,4,17,17,1000000,50000,15,0.8660254037844387,-0.4999999999999998,0.9709418174260521,-0.2393156642875575,-0.37037037037037035,-0.31999999999999995,27.0,2.0,25.0,16.0,17.25,19.0,21.416666666666668,34.0
PE,2018-04-16/2018-04-22,4,34,34,1000000,50000,16,0.8660254037844387,-0.4999999999999998,0.9350162426854148,-0.35460488704253545,1.0,1.2666666666666666,17.0,27.0,15.0,11.0,15.25,19.125,21.25,27.0
PE,2018-04-23/2018-04-29,4,27,27,1000000,50000,17,0.8660254037844387,-0.4999999999999998,0.8854560256532099,-0.4647231720437685,-0.20588235294117652,12.5,34.0,17.0,2.0,35.0,20.0,22.0,21.583333333333332,3.0
PE,2018-04-30/2018-05-06,4,3,3,1000000,50000,18,0.8660254037844387,-0.4999999999999998,0.8229838658936565,-0.5680647467311557,-0.8888888888888888,-0.8888888888888888,27.0,34.0,27.0,21.0,26.25,21.0,21.5,21.0
PE,2018-04-30/2018-05-06,5,21,21,1000000,50000,18,0.49999999999999994,-0.8660254037844387,0.8229838658936565,-0.5680647467311557,6.0,0.23529411764705888,3.0,27.0,17.0,25.0,20.25,18.75,19.416666666666668,39.0
PE,2018-05-07/2018-05-13,5,39,39,1000000,50000,19,0.49999999999999994,-0.8660254037844387,0.7485107481711013,-0.663122658240795,0.8571428571428572,0.1470588235294117,21.0,3.0,34.0,15.0,21.25,18.25,19.833333333333332,21.0
PE,2018-05-14/2018-05-20,5,21,21,1000000,50000,20,0.49999999999999994,-0.8660254037844387,0.6631226582407952,-0.7485107481711012,-0.46153846153846156,-0.2222222222222222,39.0,21.0,27.0,2.0,22.5,21.25,22.166666666666668,10.0
PE,2018-05-21/2018-05-27,5,10,10,1000000,50000,21,0.49999999999999994,-0.8660254037844387,0.5680647467311558,-0.8229838658936564,-0.5238095238095238,2.3333333333333335,21.0,39.0,3.0,27.0,21.0,23.625,21.0,11.0
PE,2018-05-28/2018-06-03,5,11,11,1000000,50000,22,0.49999999999999994,-0.8660254037844387,0.46472317204376906,-0.8854560256532096,0.10000000000000009,-0.47619047619047616,10.0,21.0,21.0,17.0,22.75,21.5,20.083333333333332,12.0
PE,2018-05-28/2018-06-03,6,12,12,1000000,50000,22,1.2246467991473532e-16,-1.0,0.46472317204376906,-0.8854560256532096,0.09090909090909083,-0.6923076923076923,11.0,10.0,39.0,34.0,20.25,20.75,18.916666666666668,25.0
PE,2018-06-04/2018-06-10,6,25,25,1000000,50000,23,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147,1.0833333333333335,0.19047619047619047,12.0,11.0,21.0,27.0,13.5,18.0,18.666666666666668,23.0
PE,2018-06-11/2018-06-17,6,23,23,1000000,50000,24,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052,-0.07999999999999996,1.2999999999999998,25.0,12.0,10.0,3.0,14.5,17.75,20.583333333333332,15.0
PE,2018-06-18/2018-06-24,6,15,15,1000000,50000,25,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054,-0.34782608695652173,0.36363636363636354,23.0,25.0,11.0,21.0,17.75,20.25,20.25,16.0
PE,2018-06-25/2018-07-01,6,16,16,1000000,50000,26,1.2246467991473532e-16,-1.0,-3.216245299353273e-16,-1.0,0.06666666666666665,0.33333333333333326,15.0,23.0,12.0,39.0,18.75,19.5,20.083333333333332,3.0
PE,2018-06-25/2018-07-01,7,3,3,1000000,50000,26,-0.4999999999999997,-0.8660254037844388,-3.216245299353273e-16,-1.0,-0.8125,-0.88,16.0,15.0,25.0,21.0,19.75,16.625,18.583333333333332,22.0
PE,2018-07-02/2018-07-08,7,22,22,1000000,50000,27,-0.4999999999999997,-0.8660254037844388,-0.12053668025532283,-0.992708874098054,6.333333333333333,-0.04347826086956519,3.0,16.0,23.0,10.0,14.25,14.375,16.583333333333332,34.0
PE,2018-07-09/2018-07-15,7,34,34,1000000,50000,28,-0.4999999999999997,-0.8660254037844388,-0.23931566428755743,-0.9709418174260521,0.5454545454545454,1.2666666666666666,22.0,3.0,15.0,11.0,14.0,15.875,18.166666666666668,34.0
PE,2018-07-16/2018-07-22,7,34,34,1000000,50000,29,-0.4999999999999997,-0.8660254037844388,-0.3546048870425356,-0.9350162426854148,0.0,1.125,34.0,22.0,16.0,12.0,18.75,18.75,19.25,31.0
PE,2018-07-23/2018-07-29,7,31,31,1000000,50000,30,-0.4999999999999997,-0.8660254037844388,-0.46472317204376806,-0.8854560256532101,-0.08823529411764708,9.333333333333334,34.0,34.0,3.0,25.0,23.25,21.5,18.833333333333332,12.0
PE,2018-07-30/2018-08-05,7,12,12,1000000,50000,31,-0.4999999999999997,-0.8660254037844388,-0.5680647467311556,-0.8229838658936565,-0.6129032258064516,-0.4545454545454546,31.0,34.0,22.0,23.0,30.25,22.25,19.666666666666668,27.0
PE,2018-07-30/2018-08-05,8,27,27,1000000,50000,31,-0.8660254037844384,-0.5000000000000004,-0.5680647467311556,-0.8229838658936565,1.25,-0.20588235294117652,12.0,31.0,34.0,15.0,27.75,20.875,19.833333333333332,23.0
PE,2018-08-06/2018-08-12,8,23,23,1000000,50000,32,-0.8660254037844384,-0.5000000000000004,-0.663122658240795,-0.7485107481711013,-0.14814814814814814,-0.32352941176470584,27.0,12.0,34.0,16.0,26.0,22.375,21.166666666666668,28.0
